id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
us-ofac.9f2b33e37a5bacb4fe2a5ef100faf70ab666da14,us-ofac,entity,EDICIONES CUBANAS,,,,,EDICIONES CUBANAS,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.259560
us-ofac.26261700ad992decbe83b38ed88eb4805e854e69,us-ofac,entity,"EDYJU, S.A.",,,,,"EDYJU, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.265645
us-ofac.8a0fc8f491ec8d038eec09480374cbe409ce4f5a,us-ofac,entity,EMPRESA CUBANA DE AVIACION,,,,,EMPRESA CUBANA DE AVIACION,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.273302
us-ofac.f99931c93c5321419c910ea2692e99e62065edf5,us-ofac,entity,EMPRESA CUBANA DE PESCADOS Y MARISCOS,,,,,EMPRESA CUBANA DE PESCADOS Y MARISCOS,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.283728
us-ofac.0cd2370b3d356cd45db4c61af8169ac85049f65a,us-ofac,entity,EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,,,,,EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.292794
us-ofac.e0fc570548d51f0359fc92aa072d5722a1fbf5f6,us-ofac,entity,ETCO INTERNATIONAL COMMODITIES LTD.,,,,,ETCO INTERNATIONAL COMMODITIES LTD.,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.299153
us-ofac.cc4bd9e85872a7a7e4c12dd0d65cdf5369cbc950,us-ofac,entity,"ETCO INTERNATIONAL COMPANY, LIMITED",,,,,"ETCO INTERNATIONAL COMPANY, LIMITED",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.307031
us-ofac.80b854bf1aaa83e102e1e3433bb1256c98f891a3,us-ofac,entity,"GALAX TRADING CO., LTD.",,,,,"GALAX TRADING CO., LTD.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.313364
us-ofac.bcc3667085d15778077230116da6601020525b14,us-ofac,individual,Jose GUTIERREZ REYES,Jose,,,,GUTIERREZ REYES,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.319780
us-ofac.892be58a33fa166dd8de9d30210e6bf44b54b5af,us-ofac,entity,"HAVANA INTERNATIONAL BANK, LTD.",,,,,"HAVANA INTERNATIONAL BANK, LTD.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.324730
us-ofac.78af5b29e5a94d7aeb0261a404178f9bf7d2aa3b,us-ofac,entity,HAVANATUR,,,,,HAVANATUR,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.331631
us-ofac.f2fba2f0c32aa78b85633599da956b8f7e04b186,us-ofac,entity,INSTITUTO NACIONAL DE TURISMO DE CUBA,,,,,INSTITUTO NACIONAL DE TURISMO DE CUBA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.337511
us-ofac.849b8dc70a69f2da0863041f45ecc9cc7510166b,us-ofac,entity,INTERCONSULT,,,,,INTERCONSULT,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.343629
us-ofac.da30fc9cca7333cea15b2fbb5a87dba754ea068b,us-ofac,entity,"KAVE, S.A.",,,,,"KAVE, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.349659
us-ofac.1c1ba2df1120b93b35956c81359cf6b3af5c2875,us-ofac,entity,LA EMPRESA CUBANA DE FLETES,,,,,LA EMPRESA CUBANA DE FLETES,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.356876
us-ofac.12187a9cdc01b621567276ced9ba129703e4d18f,us-ofac,entity,"LEVERAGE, S.A.",,,,,"LEVERAGE, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.365392
us-ofac.b3dd3eaec6c813bfd8d7cb6f4aa8f0e673913286,us-ofac,entity,"NAVIERA MARITIMA DE AROSA, S.A.",,,,,"NAVIERA MARITIMA DE AROSA, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.371781
us-ofac.ec48259c14582c154442f1d9308dcc29347c6dce,us-ofac,entity,NIREF,,,,,NIREF,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.377437
us-ofac.efea6d2e000dd2ad503c4e873c28e2f97bcac611,us-ofac,entity,NORDSTRAND LTD.,,,,,NORDSTRAND LTD.,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.383224
us-ofac.fde2cdd9772012e88cf80dd8863190913f950c7c,us-ofac,entity,NORDSTRAND MARITIME AND TRADING COMPANY,,,,,NORDSTRAND MARITIME AND TRADING COMPANY,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.391158
us-ofac.856873879c16229b1481fd4edd3deb1554a85f71,us-ofac,individual,Manuel Antonio NORIEGA,Manuel Antonio,,,,NORIEGA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.399390
us-ofac.0cef09a16287aa9581a35046a396210acca96c6e,us-ofac,entity,PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION,,,,,PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.406505
us-ofac.28e46f219478add9e28291a1b79efef89c4ff971,us-ofac,entity,"PESCABRAVA, S.A.",,,,,"PESCABRAVA, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.412761
us-ofac.66a4abfe58e820f656ad76c5dfbad43916a70280,us-ofac,entity,PRELASA,,,,,PRELASA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.418574
us-ofac.53cf7ccc6fb0ae7837e1ec5263ed4a2d24b82c4b,us-ofac,entity,PRENSA LATINA CANADA LTD.,,,,,PRENSA LATINA CANADA LTD.,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.424753
us-ofac.7e3589cf061d2085ce4bd3e8294a441fc039433c,us-ofac,entity,PRENSA LATINA,,,,,PRENSA LATINA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.432148
us-ofac.ce7d774b569ccad304fc8b7156cb430a5a2042df,us-ofac,entity,"SERVINAVES, S.A.",,,,,"SERVINAVES, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.438573
us-ofac.e49eec16a93e782d66eea3446c04c15847571fdc,us-ofac,individual,Felicidad SIEIRO DE NORIEGA,Felicidad,,,,SIEIRO DE NORIEGA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.444504
us-ofac.2c99a0ab3aeeff5919f28312bd539eda851ff210,us-ofac,entity,"TROBER, S.A.",,,,,"TROBER, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.450578
us-ofac.5a65dee24c2c2e01e7558a626dbc5d6196e6a312,us-ofac,entity,TROPIC TOURS GMBH,,,,,TROPIC TOURS GMBH,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.457050
us-ofac.74bc58ca9701ee0860789dc3d5c0784c68125434,us-ofac,entity,"VIAJES GUAMA, S.A.",,,,,"VIAJES GUAMA, S.A.",,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.463139
us-ofac.0a821c7b43e9a09d13992706681b595938999206,us-ofac,entity,VINALES TOURS,,,,,VINALES TOURS,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.469275
us-ofac.b7ec4b0cf32888bd36d0d8a7bfafd9b445a8458b,us-ofac,individual,Abu ABBAS,Abu,,,,ABBAS,,SDT,Director of PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,,,,,2018-04-06,2018-04-17T16:19:53.487321
us-ofac.87aae9aabc6c9ff5072c5fdb091f5d5fe4bfd5ef,us-ofac,individual,Shaykh Umar Abd AL RAHMAN,Shaykh Umar Abd,,,,AL RAHMAN,,SDT,Chief Ideological Figure of ISLAMIC GAMA'AT,,,,,2018-04-06,2018-04-17T16:19:53.494719
us-ofac.1aba3758eb7b3bb95dfaeee2d062f309141cac4d,us-ofac,individual,Dr. Ayman AL ZAWAHIRI,Dr. Ayman,,,,AL ZAWAHIRI,,SDT; SDGT,Operational and Military Leader of JIHAD GROUP,,,,,2018-04-06,2018-04-17T16:19:53.501932
us-ofac.1731f42cc2f1abc5bb63e39ff4af86331656970d,us-ofac,individual,Abbud AL-ZUMAR,Abbud,,,,AL-ZUMAR,,SDT,Factional Leader of JIHAD GROUP,,,,,2018-04-06,2018-04-17T16:19:53.512075
us-ofac.14fe64aa8de57575e3195a412c499c27d9971d15,us-ofac,individual,Abd Al Aziz AWDA,Abd Al Aziz,,,,AWDA,,SDT,Chief Ideological Figure of PALESTINIAN ISLAMIC JIHAD - SHIQAQI,,,,,2018-04-06,2018-04-17T16:19:53.518667
us-ofac.4e7541391dd1c799c789793e38019d09b32f3a00,us-ofac,individual,Shaykh Muhammad Husayn FADLALLAH,Shaykh Muhammad Husayn,,,,FADLALLAH,,SDT,Leading Ideological Figure of HIZBALLAH,,,,,2018-04-06,2018-04-17T16:19:53.524369
us-ofac.121bd659921936dd44d996e72ca8cfcffe866290,us-ofac,individual,George HABBASH,George,,,,HABBASH,,SDT,Secretary General of POPULAR FRONT FOR THE LIBERATION OF PALESTINE,,,,,2018-04-06,2018-04-17T16:19:53.531113
us-ofac.92d95879aca4564039f102717a29f2f3a847cf88,us-ofac,individual,Nayif HAWATMA,Nayif,,,,HAWATMA,,SDT,Secretary General of DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,,,,,2018-04-06,2018-04-17T16:19:53.537034
us-ofac.2c942853101f773373ed581f919cd3e637acc0dc,us-ofac,individual,Mohammad Shawqi ISLAMBOULI,Mohammad Shawqi,,,,ISLAMBOULI,,SDT,Military Leader of ISLAMIC GAMA'AT,,,,,2018-04-06,2018-04-17T16:19:53.543672
us-ofac.2a9a975a1f82a1c77443bf6aaf3f8eb7a74ac3e0,us-ofac,individual,Ahmad JABRIL,Ahmad,,,,JABRIL,,SDT,Secretary General of POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,,,,,2018-04-06,2018-04-17T16:19:53.551049
us-ofac.17177793e5bc778c66491f8b2b3134ab8d87c6d4,us-ofac,individual,Talal Muhammad Rashid NAJI,Talal Muhammad Rashid,,,,NAJI,,SDT,Principal Deputy of POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,,,,,2018-04-06,2018-04-17T16:19:53.558769
us-ofac.43b8cab2ed2ef65503f6ab4164dadc7dba0ee319,us-ofac,individual,Hasan NASRALLAH,Hasan,,,,NASRALLAH,,SYRIA; SDT,Secretary General of HIZBALLAH,,,,,2018-04-06,2018-04-17T16:19:53.567476
us-ofac.2ba1b51d31a579e56632bdf6e530a54e80f02f32,us-ofac,individual,Subhi TUFAYLI,Subhi,,,,TUFAYLI,,SDT,Former Secretary General and Current Senior Figure of HIZBALLAH,,,,,2018-04-06,2018-04-17T16:19:53.576259
us-ofac.938a2263e6210768939c5d02e07f1cce3bf70a06,us-ofac,individual,Sheik Ahmed Ismail YASSIN,Sheik Ahmed Ismail,,,,YASSIN,,SDT; SDGT,,,,,,2018-04-06,2018-04-17T16:19:53.582764
us-ofac.eaa68b1030b9a3d7424be12089e9c6eb8f2cc24a,us-ofac,entity,MIDCO FINANCE S.A.,,,,,MIDCO FINANCE S.A.,,IRAQ2,,Switzerland,,,,2018-04-06,2018-04-17T16:19:53.590575
us-ofac.f82b474f98ff92ef498b4ef67e6e745c9442d214,us-ofac,entity,COBALT REFINERY CO. INC.,,,,,COBALT REFINERY CO. INC.,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.597552
us-ofac.fa55c640911de21ae249a87875b1a98e7cee5f4c,us-ofac,entity,LA COMPANIA GENERAL DE NIQUEL,,,,,LA COMPANIA GENERAL DE NIQUEL,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.603458
us-ofac.cee48de1b97ec2a0bbffcbd4857ea0c964fcfa63,us-ofac,entity,INTERNATIONAL COBALT CO. INC.,,,,,INTERNATIONAL COBALT CO. INC.,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.611108
us-ofac.43471eeee0f31eea65af3183b27c68b7d82093e3,us-ofac,entity,MOA NICKEL SA,,,,,MOA NICKEL SA,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.617458
us-ofac.1d9ecff4a8bfffe7211f243072e4791ed66115fb,us-ofac,individual,Mousa Mohammed ABU MARZOOK,Mousa Mohammed,,,,ABU MARZOOK,,SDT; SDGT,"Political Leader in Amman, Jordan and Damascus, Syria for HAMAS",,,,,2018-04-06,2018-04-17T16:19:53.624549
us-ofac.c11997d81a5d2c2b243d50eb7adcdc296da78038,us-ofac,individual,Helmer HERRERA BUITRAGO,Helmer,,,,HERRERA BUITRAGO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.635733
us-ofac.b39c7baba15e0cd6205614c7e7cfc8d14c1474b7,us-ofac,individual,Gilberto Jose RODRIGUEZ OREJUELA,Gilberto Jose,,,,RODRIGUEZ OREJUELA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.645283
us-ofac.5c949e4c416e9bccc3d865a8db699c789063e1d4,us-ofac,individual,Miguel Angel RODRIGUEZ OREJUELA,Miguel Angel,,,,RODRIGUEZ OREJUELA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.656339
us-ofac.a3f5d43aaa6a138656204c5ff55a942d140fe2ac,us-ofac,individual,Jose SANTACRUZ LONDONO,Jose,,,,SANTACRUZ LONDONO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.667081
us-ofac.f02fb9185ef9a659ed2c458868eebbc0ff1b0a98,us-ofac,individual,Leonardo CAVIEDES CRUZ,Leonardo,,,,CAVIEDES CRUZ,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.675971
us-ofac.5a18a2c0f51294949898845c5b0686a0c9d13bb7,us-ofac,vessel,HERMANN,,,,,HERMANN,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.683041
us-ofac.54e7ee07917f61615061bcedbf596f66205ed075,us-ofac,vessel,MAR AZUL,,,,,MAR AZUL,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.688024
us-ofac.47ee212e3dc3456bf12da19661746aed71ef9c92,us-ofac,vessel,SAND SWAN,,,,,SAND SWAN,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.693496
us-ofac.449a0deb840bae3e355693e06bc6fcd3059bbe93,us-ofac,vessel,TIFON,,,,,TIFON,,CUBA,,,,,,2018-04-06,2018-04-17T16:19:53.699075
us-ofac.d2178084c5cd351dbbfe390af257c2db1a2f0e05,us-ofac,individual,Ramadan ABDALLAH,Ramadan,,,,ABDALLAH,,SDT,Secretary General of the PALESTINIAN ISLAMIC JIHAD,,,,,2018-04-06,2018-04-17T16:19:53.706631
us-ofac.097aa645c079335804eea8085129114ba800632f,us-ofac,entity,AGROPECUARIA BETANIA LTDA.,,,,,AGROPECUARIA BETANIA LTDA.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.715807
us-ofac.85403de8c0277e247ff776c41cb726b327576309,us-ofac,entity,AGROPECUARIA Y REFORESTADORA HERREBE LTDA.,,,,,AGROPECUARIA Y REFORESTADORA HERREBE LTDA.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.721486
us-ofac.9b5070144a9a02830192b001bb9c36cbe90553b1,us-ofac,individual,Salustio AMEZQUITA MENESES,Salustio,,,,AMEZQUITA MENESES,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.728796
us-ofac.ce886099d2ebb45a425a3a5756a1c239c28defe5,us-ofac,individual,Jose Francisco ANGULO OROBIO (SEGUNDO),Jose Francisco,,,,ANGULO OROBIO (SEGUNDO),,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.736846
us-ofac.f1f76f81c18cdecb2f0daf0f3dcefa5a6291eea8,us-ofac,individual,Julio Cesar ARBOLEDA ROMERO,Julio Cesar,,,,ARBOLEDA ROMERO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.745498
us-ofac.f837a2564d9341a9221e3de35a58b229726658ac,us-ofac,individual,Luz Mery BUITRAGO DE HERRERA,Luz Mery,,,,BUITRAGO DE HERRERA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.755669
us-ofac.da7dcb345669872120be83525cf9ab44176b0729,us-ofac,individual,Adiela BUITRAGO MARIN,Adiela,,,,BUITRAGO MARIN,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.767111
us-ofac.2bebdc742adfe732ad4e0b400bbc497db03bcefa,us-ofac,individual,Nubia BUITRAGO MARIN,Nubia,,,,BUITRAGO MARIN,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.774923
us-ofac.7dcd960529a8747a225e9ca317487944b174a4d8,us-ofac,entity,CONCRETOS CALI S.A.,,,,,CONCRETOS CALI S.A.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.781745
us-ofac.d0ee7be0e89f54a3b7e523cc395195dc3a4a4b45,us-ofac,entity,CONSTRUCTORA DIMISA LTDA.,,,,,CONSTRUCTORA DIMISA LTDA.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.788764
us-ofac.0184a92d14d5d91547fccccdb41086cfd97357d7,us-ofac,individual,Oliverio ABRIL CORTEZ,Oliverio,,,,ABRIL CORTEZ,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.797057
us-ofac.aae820e168d0d6813f8f1fd91572c47d6e92edd6,us-ofac,individual,Juan Carlos CUARTES MORALES,Juan Carlos,,,,CUARTES MORALES,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.807814
us-ofac.514c67656a7477463282bf14d22a941227a1cb26,us-ofac,individual,Walter ESCOBAR BUITRAGO,Walter,,,,ESCOBAR BUITRAGO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.817664
us-ofac.ef96b1b26d1ef063b6883dcf59d10912ca70f3c8,us-ofac,individual,Gilmer Antonio GALINDO,Gilmer Antonio,,,,GALINDO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.827121
us-ofac.55ea26aa393ab9192b718841a637eeb4e4210efa,us-ofac,individual,Diana Paola GALINDO HERRERA,Diana Paola,,,,GALINDO HERRERA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.838750
us-ofac.3d16c3aef5933000bfadcf94ef962c607e00f824,us-ofac,individual,Diego Alexander GALINDO HERRERA,Diego Alexander,,,,GALINDO HERRERA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.849323
us-ofac.dadc9ec38b5696fd3a9bbb130cfe2b190790099f,us-ofac,individual,Octavio GIRALDO SARRIA,Octavio,,,,GIRALDO SARRIA,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.859364
us-ofac.b1d40a8846a4098d1867f3c954de170aa9f2dbfe,us-ofac,individual,Olmes de Jesus GOMEZ BERRIO,Olmes de Jesus,,,,GOMEZ BERRIO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.873631
us-ofac.ea060cb37ee866ae863539b26250b54ac6ab6466,us-ofac,individual,Hector Fabio HERNANDEZ CANOBAS,Hector Fabio,,,,HERNANDEZ CANOBAS,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.882085
us-ofac.f22e5677183d14364b605582a6d16212a6eb76a6,us-ofac,individual,Alvaro HERRERA BUITRAGO,Alvaro,,,,HERRERA BUITRAGO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.890755
us-ofac.8bf634bcc4755302c8a8f2d939e061b10f22d531,us-ofac,individual,Stella HERRERA BUITRAGO,Stella,,,,HERRERA BUITRAGO,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.901667
us-ofac.01ec896a8ad92468bac0951898968fb3ad5f07f6,us-ofac,individual,Giselle HERRERA RAMIREZ,Giselle,,,,HERRERA RAMIREZ,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.911625
us-ofac.d680b0f6dce060760af5fe4ebc84872787026411,us-ofac,individual,Linda Nicolle HERRERA RAMIREZ,Linda Nicolle,,,,HERRERA RAMIREZ,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.917074
us-ofac.b19cd3498c21657072e6de035859269f45e03e10,us-ofac,individual,Raul Alberto IBANEZ LOPEZ,Raul Alberto,,,,IBANEZ LOPEZ,,SDNT,,(Linked To: AGROPECUARIA LA ROBLEDA S.A.; Linked To: GANADERIAS DEL VALLE S.A.; Linked To: INMOBILIARIA U.M.V. S.A.; Linked To: DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.),,,,2018-04-06,2018-04-17T16:19:53.923487
us-ofac.b815ec03bff77b9dc41a947f49892a47bd60f3b0,us-ofac,entity,CRIADERO DE POLLOS EL ROSAL S.A.,,,,,CRIADERO DE POLLOS EL ROSAL S.A.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.930117
us-ofac.fc9a49a77e5cca64cab1cf22ed9ab0b1729e3baa,us-ofac,entity,ADMINISTRACION INMOBILIARIA BOLIVAR S.A.,,,,,ADMINISTRACION INMOBILIARIA BOLIVAR S.A.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.937898
us-ofac.bdb9782f32b9fc2355065647d52da03cd0cccbad,us-ofac,entity,INMOBILIARIA U.M.V. S.A.,,,,,INMOBILIARIA U.M.V. S.A.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.944461
us-ofac.ca411234ac4d4d42c3845f05e26f974454de8a74,us-ofac,entity,INVERSIONES EL PENON S.A.,,,,,INVERSIONES EL PENON S.A.,,SDNT,,,,,,2018-04-06,2018-04-17T16:19:53.950711
